Domain,YearsOfExperience,Year,Salary
data,5,2025,216035
business,11,2025,139188
healthcare,2,2025,110003
healthcare,20,2025,154648
fullstack,5,2025,180725
backend,13,2025,175497
fullstack,12,2025,179905
design,6,2025,140964
data,0,2025,139984
design,14,2025,131358
fullstack,1,2025,141743
education,15,2025,106866
education,14,2025,104811
fullstack,7,2025,179808
education,19,2025,111308
fullstack,1,2025,151688
fullstack,16,2025,191041
education,12,2025,104470
business,15,2025,145343
business,20,2025,175914
education,11,2025,131302
data,11,2025,207141
education,12,2025,105331
backend,7,2025,179729
fullstack,9,2025,162928
education,8,2025,98548
data,20,2025,230481
backend,4,2025,175027
data,18,2025,193177
business,4,2025,112114
ml,0,2025,218644
ml,20,2025,315818
business,17,2025,179233
healthcare,12,2025,145005
devops,6,2025,212542
education,0,2025,88966
design,19,2025,165388
design,1,2025,92093
education,14,2025,126637
education,10,2025,126606
education,14,2025,118932
devops,17,2025,206988
fullstack,10,2025,190351
ml,17,2025,273605
healthcare,10,2025,130937
data,2,2025,149778
data,4,2025,207589
data,13,2025,203223
ml,3,2025,248969
backend,3,2025,175706
education,19,2025,120088
frontend,13,2025,172788
education,6,2025,110477
backend,8,2025,177751
fullstack,13,2025,175419
business,11,2025,165170
data,19,2025,196172
healthcare,11,2025,145894
fullstack,16,2025,189927
business,15,2025,138295
data,3,2025,169711
business,20,2025,162295
design,0,2025,109345
data,11,2025,205679
ml,8,2025,261372
devops,19,2025,234683
education,18,2025,118803
frontend,12,2025,159194
healthcare,9,2025,126280
devops,13,2025,255087
business,9,2025,140658
design,16,2025,134004
education,16,2025,141932
ml,17,2025,284484
education,6,2025,108434
education,19,2025,143871
ml,0,2025,173194
data,0,2025,138594
fullstack,13,2025,217931
ml,19,2025,279817
devops,5,2025,221594
data,4,2025,183059
backend,15,2025,185656
devops,17,2025,217805
design,1,2025,107213
data,17,2025,200156
fullstack,3,2025,162714
education,11,2025,104102
fullstack,6,2025,158059
education,17,2025,120509
design,14,2025,149629
data,5,2025,177238
data,0,2025,157143
healthcare,19,2025,143018
education,12,2025,113296
design,9,2025,120137
education,16,2025,135493
design,12,2025,148859
devops,20,2025,263103
healthcare,15,2025,177533
business,17,2025,175699
ml,3,2025,223035
frontend,18,2025,164502
business,11,2025,161302
data,6,2025,213539
education,5,2025,101190
devops,2,2025,195337
education,20,2025,109584
design,0,2025,105019
healthcare,5,2025,140865
healthcare,3,2025,124556
design,14,2025,143481
education,20,2025,111278
data,19,2025,215563
design,3,2025,132336
frontend,7,2025,160132
fullstack,7,2025,180443
fullstack,18,2025,182964
devops,18,2025,227980
frontend,10,2025,147868
design,6,2025,111008
devops,11,2025,238517
fullstack,18,2025,229037
ml,14,2025,238347
devops,8,2025,225480
design,8,2025,136621
frontend,8,2025,170483
healthcare,0,2025,98376
data,20,2025,201097
devops,2,2025,182389
healthcare,13,2025,160115
healthcare,6,2025,135069
education,2,2025,104224
design,3,2025,132382
education,1,2025,89701
education,6,2025,105713
fullstack,9,2025,160798
data,2,2025,151218
ml,5,2025,221755
frontend,16,2025,157331
healthcare,13,2025,167043
devops,10,2025,217680
ml,19,2025,296639
business,5,2025,149720
backend,0,2025,161526
frontend,6,2025,169702
devops,12,2025,195424
education,11,2025,117455
backend,5,2025,197245
healthcare,7,2025,118886
backend,16,2025,191126
education,20,2025,109344
fullstack,0,2025,126239
ml,11,2025,282630
frontend,19,2025,165729
fullstack,15,2025,209047
ml,9,2025,267241
design,8,2025,124627
healthcare,3,2025,107316
ml,6,2025,256287
design,12,2025,122910
fullstack,8,2025,182492
backend,1,2025,148926
frontend,13,2025,190412
frontend,13,2025,171978
healthcare,13,2025,142712
devops,13,2025,261994
education,5,2025,91348
ml,2,2025,206596
business,17,2025,153895
business,15,2025,167308
business,4,2025,142092
frontend,7,2025,138854
data,12,2025,194844
fullstack,12,2025,211247
data,1,2025,180924
ml,3,2025,226774
backend,0,2025,143857
frontend,3,2025,154067
healthcare,20,2025,156706
business,7,2025,152134
fullstack,13,2025,168343
business,17,2025,139231
healthcare,17,2025,149346
frontend,9,2025,156753
healthcare,18,2025,171634
business,15,2025,160010
design,1,2025,93166
business,3,2025,110881
fullstack,2,2025,135033
frontend,20,2025,186210
healthcare,12,2025,169550
devops,17,2025,231892
education,18,2025,114982
data,13,2025,183287
backend,13,2025,176453
education,17,2025,120786
education,18,2025,120097
business,19,2025,162167
backend,18,2025,224486
frontend,20,2025,189025
fullstack,16,2025,224678
frontend,3,2025,150563
ml,8,2025,259697
data,14,2025,214158
frontend,3,2025,156449
business,4,2025,136517
data,10,2025,218458
data,19,2025,247266
devops,19,2025,218082
data,1,2025,183916
data,1,2025,165775
fullstack,0,2025,152695
fullstack,16,2025,197342
frontend,7,2025,162616
business,8,2025,141495
data,16,2025,225944
devops,8,2025,212639
education,7,2025,112326
healthcare,13,2025,138450
data,5,2025,168815
data,14,2025,208381
education,6,2025,95403
data,9,2025,203737
ml,6,2025,269447
education,4,2025,114887
backend,6,2025,193504
business,18,2025,162947
devops,6,2025,238830
frontend,1,2025,133211
education,1,2025,89277
education,5,2025,96075
devops,17,2025,243018
ml,19,2025,270558
frontend,18,2025,172676
devops,5,2025,177138
devops,8,2025,246810
frontend,3,2025,121120
devops,3,2025,215448
business,20,2025,169526
healthcare,0,2025,99488
backend,18,2025,203073
data,12,2025,200186
education,14,2025,104972
business,11,2025,131338
design,16,2025,125909
ml,14,2025,231478
ml,2,2025,197534
healthcare,18,2025,166609
ml,15,2025,300831
business,14,2025,158768
business,5,2025,117595
frontend,1,2025,129361
design,18,2025,160944
business,4,2025,116386
frontend,1,2025,144657
education,19,2025,116856
frontend,12,2025,180613
education,6,2025,99822
fullstack,17,2025,172639
backend,7,2025,169440
business,4,2025,116783
business,11,2025,159848
design,19,2025,143841
fullstack,3,2025,138599
frontend,8,2025,133672
fullstack,17,2025,225466
ml,19,2025,265900
business,3,2025,115426
design,14,2025,143593
fullstack,2,2025,132782
business,10,2025,146411
frontend,0,2025,121250
frontend,15,2025,181987
backend,16,2025,222598
fullstack,18,2025,226329
education,17,2025,110601
ml,1,2025,235154
business,3,2025,138093
ml,2,2025,194760
fullstack,11,2025,184441
design,8,2025,126784
fullstack,19,2025,203144
fullstack,16,2025,187497
fullstack,6,2025,158111
backend,3,2025,168366
business,11,2025,158599
devops,1,2025,162451
data,7,2025,171261
backend,19,2025,184981
business,1,2025,107921
business,9,2025,136141
devops,5,2025,179573
design,9,2025,128507
education,0,2025,93490
design,15,2025,147818
ml,3,2025,247499
fullstack,8,2025,191875
backend,14,2025,208072
frontend,13,2025,189924
business,17,2025,151318
backend,18,2025,226080
data,14,2025,248438
backend,8,2025,199623
education,17,2025,116072
design,10,2025,152157
healthcare,10,2025,155132
ml,17,2025,244751
backend,18,2025,214475
frontend,19,2025,172881
business,10,2025,159578
business,8,2025,124841
backend,15,2025,218772
business,1,2025,108181
business,11,2025,164728
ml,16,2025,257959
data,1,2025,184572
backend,0,2025,137039
ml,6,2025,222400
devops,2,2025,199087
education,14,2025,129399
education,15,2025,139135
healthcare,11,2025,168108
education,0,2025,98589
education,17,2025,133587
data,12,2025,187963
devops,4,2025,211307
education,17,2025,129694
fullstack,19,2025,199009
frontend,12,2025,166521
education,10,2025,105102
design,4,2025,108972
fullstack,7,2025,160780
frontend,9,2025,176550
frontend,5,2025,127904
business,6,2025,150440
business,9,2025,130131
backend,9,2025,196505
fullstack,16,2025,206192
ml,14,2025,283395
education,15,2025,136779
backend,0,2025,150877
education,11,2025,131793
ml,20,2025,323849
business,11,2025,162711
healthcare,16,2025,172213
education,4,2025,115889
backend,5,2025,157912
frontend,16,2025,160695
devops,18,2025,256103
data,16,2025,222142
devops,19,2025,215849
education,7,2025,93866
backend,11,2025,195214
business,18,2025,180044
fullstack,4,2025,159951
backend,2,2025,170034
backend,1,2025,134575
business,10,2025,148025
backend,16,2025,198318
data,2,2025,163668
data,20,2025,240998
data,16,2025,249146
healthcare,8,2025,131020
ml,18,2025,267513
fullstack,10,2025,169739
healthcare,13,2025,170729
data,10,2025,229507
ml,14,2025,238635
business,4,2025,124416
frontend,6,2025,141174
ml,16,2025,269080
education,12,2025,101894
business,6,2025,143800
healthcare,18,2025,167451
frontend,13,2025,168509
design,17,2025,137140
healthcare,14,2025,145696
healthcare,7,2025,128906
healthcare,18,2025,136990
frontend,17,2025,184382
ml,11,2025,263306
education,11,2025,116099
frontend,20,2025,180958
healthcare,19,2025,163533
education,4,2025,97192
business,4,2025,137067
devops,10,2025,190966
healthcare,17,2025,136380
fullstack,5,2025,173664
data,10,2025,232414
healthcare,20,2025,169690
frontend,0,2025,120776
healthcare,15,2025,165618
ml,1,2025,196855
devops,19,2025,260824
healthcare,16,2025,155352
backend,12,2025,180679
backend,17,2025,199445
backend,1,2025,158834
data,9,2025,195316
fullstack,13,2025,187908
education,11,2025,115232
frontend,11,2025,153404
education,4,2025,115929
healthcare,17,2025,164746
healthcare,5,2025,152252
data,8,2025,190631
frontend,16,2025,176186
business,3,2025,126146
backend,17,2025,228803
backend,11,2025,199599
frontend,20,2025,202118
devops,20,2025,272220
frontend,20,2025,204954
fullstack,6,2025,165975
data,4,2025,175029
frontend,13,2025,161803
ml,2,2025,209974
design,1,2025,90950
education,5,2025,109666
data,18,2025,250564
data,17,2025,254565
ml,19,2025,306259
healthcare,13,2025,151203
healthcare,13,2025,175685
backend,4,2025,175991
data,8,2025,222631
fullstack,1,2025,133822
ml,9,2025,277456
business,13,2025,148357
devops,2,2025,184079
education,13,2025,117296
frontend,18,2025,152633
backend,7,2025,179734
devops,15,2025,228331
data,19,2025,234611
data,15,2025,200066
devops,14,2025,269147
design,9,2025,137267
ml,12,2025,225996
ml,13,2025,268002
fullstack,2,2025,174344
design,11,2025,148687
frontend,16,2025,197852
backend,9,2025,170596
design,18,2025,129310
backend,15,2025,189796
data,11,2025,183428
frontend,12,2025,188518
backend,8,2025,176563
backend,2,2025,144759
fullstack,16,2025,198178
education,2,2025,88272
fullstack,0,2025,139987
fullstack,11,2025,174182
business,7,2025,151642
education,20,2025,111844
data,18,2025,237201
business,3,2025,132423
frontend,16,2025,163952
devops,8,2025,213017
devops,1,2025,172102
ml,18,2025,263671
fullstack,19,2025,193266
design,6,2025,111264
education,11,2025,109739
fullstack,15,2025,176072
healthcare,19,2025,173636
backend,7,2025,200097
ml,10,2025,256323
ml,3,2025,236677
ml,4,2025,251454
devops,16,2025,259241
ml,12,2025,274745
healthcare,6,2025,124127
education,16,2025,136162
data,14,2025,227497
backend,7,2025,176647
education,3,2025,88773
backend,17,2025,203932
fullstack,11,2025,199693
data,0,2025,167384
business,9,2025,135450
fullstack,15,2025,198295
devops,3,2025,197490
backend,9,2025,199812
fullstack,13,2025,193745
education,10,2025,114160
frontend,10,2025,137775
business,0,2025,107035
design,5,2025,141618
data,14,2025,220607
healthcare,7,2025,124285
devops,13,2025,212155
business,10,2025,130292
healthcare,3,2025,113991
backend,1,2025,157538
devops,12,2025,199716
fullstack,18,2025,230122
ml,5,2025,215511
data,1,2025,164857
business,11,2025,145594
ml,6,2025,271206
fullstack,1,2025,130688
design,10,2025,115222
data,18,2025,230090
devops,11,2025,202728
business,10,2025,163925
design,14,2025,153601
ml,20,2025,290770
healthcare,14,2025,176050
backend,18,2025,209979
healthcare,12,2025,147617
healthcare,17,2025,168280
fullstack,19,2025,197969
frontend,3,2025,119782
frontend,2,2025,124419
ml,10,2025,280973
ml,12,2025,297418
devops,14,2025,213033
design,15,2025,146969
frontend,14,2025,188636
data,6,2025,194698
education,2,2025,103888
business,20,2025,158149
design,10,2025,115697
ml,10,2025,290192
data,4,2025,190225
data,12,2025,230183
devops,17,2025,221068
backend,20,2025,222936
business,1,2025,113856
healthcare,13,2025,163849
business,2,2025,139426
ml,17,2025,244892
data,16,2025,220838
education,17,2025,129101
frontend,5,2025,153418
design,12,2025,132310
data,20,2025,224192
healthcare,16,2025,152521
business,20,2025,161446
education,10,2025,110418
healthcare,16,2025,137151
education,11,2025,123093
education,6,2025,119158
ml,3,2025,228730
fullstack,13,2025,196492
design,8,2025,129674
frontend,1,2025,134494
frontend,10,2025,168501
ml,1,2025,188084
ml,4,2025,195691
business,1,2025,128488
frontend,2,2025,116863
education,3,2025,86571
backend,5,2025,155248
devops,13,2025,220660
frontend,9,2025,138713
backend,1,2025,137495
devops,2,2025,170526
devops,0,2025,188912
devops,18,2025,253396
backend,9,2025,183587
business,5,2025,126283
fullstack,8,2025,178120
devops,13,2025,225445
fullstack,4,2025,166488
fullstack,13,2025,218610
devops,1,2025,177843
ml,19,2025,255520
education,0,2025,81038
devops,16,2025,222259
fullstack,9,2025,204273
backend,11,2025,215063
business,20,2025,160197
education,0,2025,85783
design,18,2025,135579
design,20,2025,149341
frontend,20,2025,163745
education,8,2025,103479
design,11,2025,147371
data,16,2025,221715
data,14,2025,231143
education,12,2025,131567
devops,2,2025,200386
business,20,2025,178484
backend,6,2025,202931
fullstack,20,2025,206303
backend,13,2025,170923
business,5,2025,125974
healthcare,17,2025,169104
design,7,2025,116022
education,17,2025,109118
data,2,2025,180945
healthcare,2,2025,132031
data,12,2025,226843
healthcare,7,2025,124785
ml,6,2025,246668
data,12,2025,205663
business,5,2025,150672
fullstack,9,2025,181476
business,14,2025,168094
education,12,2025,127657
ml,5,2025,247819
ml,5,2025,250572
ml,11,2025,228500
education,10,2025,116716
data,1,2025,148890
business,16,2025,169795
education,8,2025,101970
education,15,2025,134542
data,9,2025,197657
ml,17,2025,266290
backend,4,2025,192940
fullstack,13,2025,175562
education,14,2025,123912
frontend,17,2025,180522
devops,18,2025,236715
devops,16,2025,274276
education,2,2025,109113
business,16,2025,146123
data,17,2025,233364
backend,16,2025,205733
healthcare,7,2025,119003
data,18,2025,237316
frontend,3,2025,131523
design,18,2025,159603
design,0,2025,96174
devops,9,2025,217431
frontend,18,2025,181307
frontend,13,2025,164265
data,0,2025,178298
design,20,2025,142562
frontend,4,2025,143029
devops,10,2025,205063
design,8,2025,128924
education,17,2025,133620
fullstack,15,2025,179888
healthcare,12,2025,158721
fullstack,0,2025,125167
devops,20,2025,215725
healthcare,20,2025,167940
business,8,2025,132407
backend,18,2025,224508
ml,12,2025,284977
backend,18,2025,197615
healthcare,2,2025,133024
data,19,2025,238645
frontend,10,2025,160770
ml,13,2025,268155
frontend,5,2025,137417
backend,16,2025,228260
design,16,2025,133978
education,1,2025,78730
backend,18,2025,199866
ml,0,2025,177739
education,10,2025,119029
design,10,2025,132690
data,3,2025,165706
business,17,2025,151107
ml,20,2025,316024
data,0,2025,134812
business,5,2025,136063
backend,3,2025,144271
ml,1,2025,216973
business,19,2025,167887
ml,20,2025,305479
ml,13,2025,267881
data,19,2025,247349
healthcare,18,2025,182593
design,19,2025,142914
frontend,8,2025,146678
healthcare,1,2025,114359
devops,7,2025,195620
healthcare,7,2025,142599
data,19,2025,218885
data,2,2025,171363
devops,12,2025,230280
devops,1,2025,189302
education,6,2025,114379
backend,6,2025,168193
education,13,2025,132022
frontend,8,2025,163526
backend,7,2025,164843
education,2,2025,102340
business,1,2025,116588
backend,15,2025,196729
backend,20,2025,229527
business,20,2025,163977
fullstack,10,2025,193554
fullstack,11,2025,193966
healthcare,19,2025,184416
healthcare,11,2025,135559
education,12,2025,128215
backend,14,2025,193813
frontend,14,2025,185760
backend,10,2025,180620
fullstack,0,2025,135223
design,16,2025,139439
design,12,2025,126617
frontend,6,2025,145451
education,14,2025,130244
ml,5,2025,228150
backend,8,2025,179171
healthcare,4,2025,118967
data,11,2025,239696
business,4,2025,144664
business,6,2025,154966
fullstack,7,2025,181940
design,4,2025,123102
fullstack,6,2025,182028
data,5,2025,209200
design,14,2025,146344
data,3,2025,203283
design,11,2025,141860
frontend,17,2025,166117
data,2,2025,149257
healthcare,8,2025,160519
design,1,2025,102864
business,13,2025,161687
ml,5,2025,252802
ml,12,2025,233005
education,6,2025,100694
healthcare,10,2025,156670
frontend,1,2025,129359
healthcare,11,2025,169569
frontend,4,2025,165016
fullstack,1,2025,156828
design,9,2025,125800
frontend,20,2025,187423
fullstack,19,2025,200596
frontend,13,2025,179943
healthcare,1,2025,99663
healthcare,11,2025,139884
healthcare,19,2025,161690
education,8,2025,103482
education,11,2025,124896
fullstack,2,2025,158474
healthcare,2,2025,114309
business,2,2025,138335
healthcare,0,2025,103484
